@relation relation: PoC: ALB0331; Target: Avg$PerMWHr; Delay: 0.5hr

@attribute TradingPeriod numeric
@attribute IsProxyPriceFlag numeric
@attribute Year numeric
@attribute Month numeric
@attribute Day numeric
@attribute PrevAvg$PerMWHr numeric
@attribute PrevMed$PerMWHr numeric
@attribute SinPeriod numeric
@attribute CosPeriod numeric
@attribute SinDate numeric
@attribute CosDate numeric
@attribute Avg$PerMWHr numeric

@data
1.0,0.0,2022.0,11.0,1.0,26.66142857,24.62,0.13052619,0.99144486,-0.85876396,0.51237141,26.66142857
2.0,0.0,2022.0,11.0,1.0,26.66142857,24.62,0.25881905,0.96592583,-0.85858015,0.51267936,18.85857143
3.0,0.0,2022.0,11.0,1.0,18.85857143,10.66,0.38268343,0.92387953,-0.85839623,0.51298724,10.46333333
4.0,0.0,2022.0,11.0,1.0,10.46333333,10.47,0.5,0.8660254,-0.85821221,0.51329505,9.40333333
5.0,0.0,2022.0,11.0,1.0,9.40333333,10.275,0.60876143,0.79335334,-0.85802807,0.5136028,3.21142857
6.0,0.0,2022.0,11.0,1.0,3.21142857,0.97,0.70710678,0.70710678,-0.85784382,0.51391048,0.95
7.0,0.0,2022.0,11.0,1.0,0.95,0.95,0.79335334,0.60876143,-0.85765946,0.51421809,0.03
8.0,0.0,2022.0,11.0,1.0,0.03,0.03,0.8660254,0.5,-0.85747499,0.51452564,0.03
9.0,0.0,2022.0,11.0,1.0,0.03,0.03,0.92387953,0.38268343,-0.85729041,0.51483312,0.03
10.0,0.0,2022.0,11.0,1.0,0.03,0.03,0.96592583,0.25881905,-0.85710573,0.51514054,0.48666667
11.0,0.0,2022.0,11.0,1.0,0.48666667,0.485,0.99144486,0.13052619,-0.85692093,0.51544789,6.52833333
12.0,0.0,2022.0,11.0,1.0,6.52833333,7.965,1.0,0.0,-0.85673602,0.51575517,6.19333333
13.0,0.0,2022.0,11.0,1.0,6.19333333,7.515,0.99144486,-0.13052619,-0.856551,0.51606239,32.28142857
14.0,0.0,2022.0,11.0,1.0,32.28142857,11.24,0.96592583,-0.25881905,-0.85636587,0.51636954,22.11857143
15.0,0.0,2022.0,11.0,1.0,22.11857143,10.82,0.92387953,-0.38268343,-0.85618063,0.51667663,31.58857143
16.0,0.0,2022.0,11.0,1.0,31.58857143,10.98,0.8660254,-0.5,-0.85599527,0.51698365,10.97571429
17.0,0.0,2022.0,11.0,1.0,10.97571429,10.98,0.79335334,-0.60876143,-0.85580981,0.5172906,10.98857143
18.0,0.0,2022.0,11.0,1.0,10.98857143,10.97,0.70710678,-0.70710678,-0.85562424,0.51759748,10.73571429
19.0,0.0,2022.0,11.0,1.0,10.73571429,10.65,0.60876143,-0.79335334,-0.85543856,0.5179043,3.41714286
20.0,0.0,2022.0,11.0,1.0,3.41714286,0.53,0.5,-0.8660254,-0.85525277,0.51821105,9.44428571
21.0,0.0,2022.0,11.0,1.0,9.44428571,10.92,0.38268343,-0.92387953,-0.85506687,0.51851774,10.96285714
22.0,0.0,2022.0,11.0,1.0,10.96285714,10.91,0.25881905,-0.96592583,-0.85488086,0.51882436,25.92857143
23.0,0.0,2022.0,11.0,1.0,25.92857143,10.96,0.13052619,-0.99144486,-0.85469474,0.51913091,10.905
24.0,0.0,2022.0,11.0,1.0,10.905,10.935,0.0,-1.0,-0.85450851,0.51943739,10.90571429
25.0,0.0,2022.0,11.0,1.0,10.90571429,10.91,-0.13052619,-0.99144486,-0.85432217,0.51974381,1.97285714
26.0,0.0,2022.0,11.0,1.0,1.97285714,0.55,-0.25881905,-0.96592583,-0.85413572,0.52005016,0.52571429
27.0,0.0,2022.0,11.0,1.0,0.52571429,0.53,-0.38268343,-0.92387953,-0.85394916,0.52035645,2.45428571
28.0,0.0,2022.0,11.0,1.0,2.45428571,0.56,-0.5,-0.8660254,-0.85376249,0.52066267,6.99857143
29.0,0.0,2022.0,11.0,1.0,6.99857143,8.92,-0.60876143,-0.79335334,-0.85357571,0.52096882,2.56
30.0,0.0,2022.0,11.0,1.0,2.56,0.56,-0.70710678,-0.70710678,-0.85338882,0.5212749,10.42142857
31.0,0.0,2022.0,11.0,1.0,10.42142857,10.42,-0.79335334,-0.60876143,-0.85320182,0.52158092,10.14285714
32.0,0.0,2022.0,11.0,1.0,10.14285714,10.59,-0.8660254,-0.5,-0.85301471,0.52188687,4.72
33.0,0.0,2022.0,11.0,1.0,4.72,0.56,-0.92387953,-0.38268343,-0.85282749,0.52219275,4.65142857
34.0,0.0,2022.0,11.0,1.0,4.65142857,0.54,-0.96592583,-0.25881905,-0.85264016,0.52249856,9.06285714
35.0,0.0,2022.0,11.0,1.0,9.06285714,10.6,-0.99144486,-0.13052619,-0.85245273,0.52280431,1.62428571
36.0,0.0,2022.0,11.0,1.0,1.62428571,0.53,-1.0,-0.0,-0.85226518,0.52310999,10.47857143
37.0,0.0,2022.0,11.0,1.0,10.47857143,11.01,-0.99144486,0.13052619,-0.85207752,0.52341561,9.83571429
38.0,0.0,2022.0,11.0,1.0,9.83571429,11.0,-0.96592583,0.25881905,-0.85188975,0.52372115,2.00142857
39.0,0.0,2022.0,11.0,1.0,2.00142857,0.54,-0.92387953,0.38268343,-0.85170188,0.52402663,0.02
40.0,0.0,2022.0,11.0,1.0,0.02,0.02,-0.8660254,0.5,-0.85151389,0.52433204,0.02
41.0,0.0,2022.0,11.0,1.0,0.02,0.02,-0.79335334,0.60876143,-0.8513258,0.52463739,0.02285714
42.0,0.0,2022.0,11.0,1.0,0.02285714,0.02,-0.70710678,0.70710678,-0.85113759,0.52494266,1.27142857
43.0,0.0,2022.0,11.0,1.0,1.27142857,0.54,-0.60876143,0.79335334,-0.85094928,0.52524787,2.69285714
44.0,0.0,2022.0,11.0,1.0,2.69285714,0.54,-0.5,0.8660254,-0.85076085,0.52555302,0.53
45.0,0.0,2022.0,11.0,1.0,0.53,0.53,-0.38268343,0.92387953,-0.85057232,0.52585809,1.13833333
46.0,0.0,2022.0,11.0,1.0,1.13833333,0.275,-0.25881905,0.96592583,-0.85038368,0.5261631,1.11
47.0,0.0,2022.0,11.0,1.0,1.11,0.275,-0.13052619,0.99144486,-0.85019492,0.52646803,3.78833333
48.0,0.0,2022.0,11.0,1.0,3.78833333,2.935,-0.0,1.0,-0.85000606,0.52677291,7.09333333
1.0,0.0,2022.0,11.0,2.0,7.09333333,9.905,0.13052619,0.99144486,-0.84981709,0.52707771,0.03
2.0,0.0,2022.0,11.0,2.0,0.03,0.03,0.25881905,0.96592583,-0.84962801,0.52738244,0.01571429
3.0,0.0,2022.0,11.0,2.0,0.01571429,0.01,0.38268343,0.92387953,-0.84943882,0.52768711,0.01
4.0,0.0,2022.0,11.0,2.0,0.01,0.01,0.5,0.8660254,-0.84924952,0.52799171,0.01
5.0,0.0,2022.0,11.0,2.0,0.01,0.01,0.60876143,0.79335334,-0.84906012,0.52829624,0.01
6.0,0.0,2022.0,11.0,2.0,0.01,0.01,0.70710678,0.70710678,-0.8488706,0.52860071,0.01285714
7.0,0.0,2022.0,11.0,2.0,0.01285714,0.01,0.79335334,0.60876143,-0.84868097,0.5289051,0.01
8.0,0.0,2022.0,11.0,2.0,0.01,0.01,0.8660254,0.5,-0.84849124,0.52920943,0.01
9.0,0.0,2022.0,11.0,2.0,0.01,0.01,0.92387953,0.38268343,-0.84830139,0.52951369,0.01
10.0,0.0,2022.0,11.0,2.0,0.01,0.01,0.96592583,0.25881905,-0.84811144,0.52981788,0.01
11.0,0.0,2022.0,11.0,2.0,0.01,0.01,0.99144486,0.13052619,-0.84792138,0.53012201,0.01
12.0,0.0,2022.0,11.0,2.0,0.01,0.01,1.0,0.0,-0.8477312,0.53042606,0.01
13.0,0.0,2022.0,11.0,2.0,0.01,0.01,0.99144486,-0.13052619,-0.84754092,0.53073005,0.02142857
14.0,0.0,2022.0,11.0,2.0,0.02142857,0.03,0.96592583,-0.25881905,-0.84735053,0.53103397,0.02857143
15.0,0.0,2022.0,11.0,2.0,0.02857143,0.03,0.92387953,-0.38268343,-0.84716003,0.53133782,0.04428571
16.0,0.0,2022.0,11.0,2.0,0.04428571,0.04,0.8660254,-0.5,-0.84696943,0.5316416,0.04333333
17.0,0.0,2022.0,11.0,2.0,0.04333333,0.04,0.79335334,-0.60876143,-0.84677871,0.53194531,0.23142857
18.0,0.0,2022.0,11.0,2.0,0.23142857,0.14,0.70710678,-0.70710678,-0.84658788,0.53224896,0.26666667
19.0,0.0,2022.0,11.0,2.0,0.26666667,0.14,0.60876143,-0.79335334,-0.84639695,0.53255254,0.18
20.0,0.0,2022.0,11.0,2.0,0.18,0.14,0.5,-0.8660254,-0.84620591,0.53285604,0.17714286
21.0,0.0,2022.0,11.0,2.0,0.17714286,0.14,0.38268343,-0.92387953,-0.84601475,0.53315948,0.13
22.0,0.0,2022.0,11.0,2.0,0.13,0.14,0.25881905,-0.96592583,-0.84582349,0.53346286,0.10714286
23.0,0.0,2022.0,11.0,2.0,0.10714286,0.12,0.13052619,-0.99144486,-0.84563212,0.53376616,7.56166667
24.0,0.0,2022.0,11.0,2.0,7.56166667,10.68,0.0,-1.0,-0.84544064,0.53406939,10.84428571
25.0,0.0,2022.0,11.0,2.0,10.84428571,10.88,-0.13052619,-0.99144486,-0.84524906,0.53437256,9.57142857
26.0,0.0,2022.0,11.0,2.0,9.57142857,10.83,-0.25881905,-0.96592583,-0.84505736,0.53467565,9.94571429
27.0,0.0,2022.0,11.0,2.0,9.94571429,10.82,-0.38268343,-0.92387953,-0.84486556,0.53497868,9.59857143
28.0,0.0,2022.0,11.0,2.0,9.59857143,10.83,-0.5,-0.8660254,-0.84467364,0.53528164,10.834
29.0,0.0,2022.0,11.0,2.0,10.834,10.83,-0.60876143,-0.79335334,-0.84448162,0.53558453,10.17
30.0,0.0,2022.0,11.0,2.0,10.17,10.87,-0.70710678,-0.70710678,-0.84428949,0.53588735,11.33
31.0,0.0,2022.0,11.0,2.0,11.33,10.87,-0.79335334,-0.60876143,-0.84409725,0.53619011,33.02571429
32.0,0.0,2022.0,11.0,2.0,33.02571429,43.56,-0.8660254,-0.5,-0.8439049,0.53649279,74.33666667
33.0,0.0,2022.0,11.0,2.0,74.33666667,81.495,-0.92387953,-0.38268343,-0.84371245,0.5367954,44.51142857
34.0,0.0,2022.0,11.0,2.0,44.51142857,46.05,-0.96592583,-0.25881905,-0.84351988,0.53709795,40.10142857
35.0,0.0,2022.0,11.0,2.0,40.10142857,44.04,-0.99144486,-0.13052619,-0.84332721,0.53740043,11.43333333
36.0,0.0,2022.0,11.0,2.0,11.43333333,11.09,-1.0,-0.0,-0.84313443,0.53770283,16.93833333
37.0,0.0,2022.0,11.0,2.0,16.93833333,11.28,-0.99144486,0.13052619,-0.84294154,0.53800517,11.07428571
38.0,0.0,2022.0,11.0,2.0,11.07428571,11.09,-0.96592583,0.25881905,-0.84274854,0.53830744,10.95285714
39.0,0.0,2022.0,11.0,2.0,10.95285714,10.92,-0.92387953,0.38268343,-0.84255543,0.53860964,9.26
40.0,0.0,2022.0,11.0,2.0,9.26,10.91,-0.8660254,0.5,-0.84236222,0.53891177,9.39571429
41.0,0.0,2022.0,11.0,2.0,9.39571429,10.88,-0.79335334,0.60876143,-0.84216889,0.53921383,10.96285714
42.0,0.0,2022.0,11.0,2.0,10.96285714,10.98,-0.70710678,0.70710678,-0.84197546,0.53951582,20.12
43.0,0.0,2022.0,11.0,2.0,20.12,11.1,-0.60876143,0.79335334,-0.84178192,0.53981775,10.98142857
44.0,0.0,2022.0,11.0,2.0,10.98142857,11.03,-0.5,0.8660254,-0.84158827,0.5401196,5.685
45.0,0.0,2022.0,11.0,2.0,5.685,5.575,-0.38268343,0.92387953,-0.84139451,0.54042138,9.17166667
46.0,0.0,2022.0,11.0,2.0,9.17166667,10.92,-0.25881905,0.96592583,-0.84120065,0.5407231,10.85833333
47.0,0.0,2022.0,11.0,2.0,10.85833333,10.86,-0.13052619,0.99144486,-0.84100668,0.54102474,10.81166667
48.0,0.0,2022.0,11.0,2.0,10.81166667,10.885,-0.0,1.0,-0.8408126,0.54132632,0.275
1.0,0.0,2022.0,11.0,3.0,0.275,0.275,0.13052619,0.99144486,-0.84061841,0.54162782,5.72166667
2.0,0.0,2022.0,11.0,3.0,5.72166667,5.855,0.25881905,0.96592583,-0.84042411,0.54192926,0.02
3.0,0.0,2022.0,11.0,3.0,0.02,0.02,0.38268343,0.92387953,-0.8402297,0.54223062,0.02
4.0,0.0,2022.0,11.0,3.0,0.02,0.02,0.5,0.8660254,-0.84003519,0.54253192,0.01857143
5.0,0.0,2022.0,11.0,3.0,0.01857143,0.02,0.60876143,0.79335334,-0.83984057,0.54283314,0.01666667
6.0,0.0,2022.0,11.0,3.0,0.01666667,0.02,0.70710678,0.70710678,-0.83964584,0.5431343,0.01142857
7.0,0.0,2022.0,11.0,3.0,0.01142857,0.01,0.79335334,0.60876143,-0.839451,0.54343539,0.01
8.0,0.0,2022.0,11.0,3.0,0.01,0.01,0.8660254,0.5,-0.83925605,0.5437364,0.01
9.0,0.0,2022.0,11.0,3.0,0.01,0.01,0.92387953,0.38268343,-0.839061,0.54403735,0.01
10.0,0.0,2022.0,11.0,3.0,0.01,0.01,0.96592583,0.25881905,-0.83886584,0.54433823,0.01
11.0,0.0,2022.0,11.0,3.0,0.01,0.01,0.99144486,0.13052619,-0.83867057,0.54463904,0.01166667
12.0,0.0,2022.0,11.0,3.0,0.01166667,0.01,1.0,0.0,-0.83847519,0.54493977,0.01833333
13.0,0.0,2022.0,11.0,3.0,0.01833333,0.02,0.99144486,-0.13052619,-0.83827971,0.54524044,1.98
14.0,0.0,2022.0,11.0,3.0,1.98,0.265,0.96592583,-0.25881905,-0.83808411,0.54554104,5.33
15.0,0.0,2022.0,11.0,3.0,5.33,5.155,0.92387953,-0.38268343,-0.83788841,0.54584156,9.51714286
16.0,0.0,2022.0,11.0,3.0,9.51714286,10.78,0.8660254,-0.5,-0.8376926,0.54614202,16.66285714
17.0,0.0,2022.0,11.0,3.0,16.66285714,11.04,0.79335334,-0.60876143,-0.83749669,0.5464424,78.27
18.0,0.0,2022.0,11.0,3.0,78.27,91.83,0.70710678,-0.70710678,-0.83730066,0.54674272,38.02
19.0,0.0,2022.0,11.0,3.0,38.02,11.075,0.60876143,-0.79335334,-0.83710453,0.54704296,44.33714286
20.0,0.0,2022.0,11.0,3.0,44.33714286,13.78,0.5,-0.8660254,-0.83690829,0.54734314,11.025
21.0,0.0,2022.0,11.0,3.0,11.025,11.025,0.38268343,-0.92387953,-0.83671194,0.54764324,11.035
22.0,0.0,2022.0,11.0,3.0,11.035,11.03,0.25881905,-0.96592583,-0.83651549,0.54794328,11.44333333
23.0,0.0,2022.0,11.0,3.0,11.44333333,11.16,0.13052619,-0.99144486,-0.83631893,0.54824324,28.025
24.0,0.0,2022.0,11.0,3.0,28.025,27.41,0.0,-1.0,-0.83612226,0.54854314,43.905
25.0,0.0,2022.0,11.0,3.0,43.905,43.905,-0.13052619,-0.99144486,-0.83592548,0.54884296,16.26666667
26.0,0.0,2022.0,11.0,3.0,16.26666667,10.735,-0.25881905,-0.96592583,-0.83572859,0.54914271,32.62333333
27.0,0.0,2022.0,11.0,3.0,32.62333333,43.14,-0.38268343,-0.92387953,-0.8355316,0.54944239,10.94428571
28.0,0.0,2022.0,11.0,3.0,10.94428571,11.0,-0.5,-0.8660254,-0.8353345,0.549742,10.95666667
29.0,0.0,2022.0,11.0,3.0,10.95666667,10.94,-0.60876143,-0.79335334,-0.83513729,0.55004154,10.95
30.0,0.0,2022.0,11.0,3.0,10.95,10.95,-0.70710678,-0.70710678,-0.83493998,0.55034101,10.84166667
31.0,0.0,2022.0,11.0,3.0,10.84166667,10.88,-0.79335334,-0.60876143,-0.83474256,0.55064041,10.85166667
32.0,0.0,2022.0,11.0,3.0,10.85166667,10.87,-0.8660254,-0.5,-0.83454503,0.55093974,10.98333333
33.0,0.0,2022.0,11.0,3.0,10.98333333,10.95,-0.92387953,-0.38268343,-0.83434739,0.551239,11.01
34.0,0.0,2022.0,11.0,3.0,11.01,11.01,-0.96592583,-0.25881905,-0.83414965,0.55153818,27.56
35.0,0.0,2022.0,11.0,3.0,27.56,27.11,-0.99144486,-0.13052619,-0.8339518,0.5518373,10.975
36.0,0.0,2022.0,11.0,3.0,10.975,10.975,-1.0,-0.0,-0.83375384,0.55213634,11.02
37.0,0.0,2022.0,11.0,3.0,11.02,10.995,-0.99144486,0.13052619,-0.83355577,0.55243531,10.93285714
38.0,0.0,2022.0,11.0,3.0,10.93285714,10.98,-0.96592583,0.25881905,-0.8333576,0.55273422,9.32714286
39.0,0.0,2022.0,11.0,3.0,9.32714286,10.96,-0.92387953,0.38268343,-0.83315932,0.55303305,5.11
40.0,0.0,2022.0,11.0,3.0,5.11,5.91,-0.8660254,0.5,-0.83296093,0.55333181,3.15375
41.0,0.0,2022.0,11.0,3.0,3.15375,0.525,-0.79335334,0.60876143,-0.83276244,0.55363049,7.38571429
42.0,0.0,2022.0,11.0,3.0,7.38571429,6.62,-0.70710678,0.70710678,-0.83256383,0.55392911,10.53857143
43.0,0.0,2022.0,11.0,3.0,10.53857143,11.1,-0.60876143,0.79335334,-0.83236513,0.55422766,10.12142857
44.0,0.0,2022.0,11.0,3.0,10.12142857,10.73,-0.5,0.8660254,-0.83216631,0.55452613,9.66285714
45.0,0.0,2022.0,11.0,3.0,9.66285714,10.93,-0.38268343,0.92387953,-0.83196739,0.55482454,3.27285714
46.0,0.0,2022.0,11.0,3.0,3.27285714,0.53,-0.25881905,0.96592583,-0.83176836,0.55512287,3.40428571
47.0,0.0,2022.0,11.0,3.0,3.40428571,0.53,-0.13052619,0.99144486,-0.83156922,0.55542113,11.94857143
48.0,0.0,2022.0,11.0,3.0,11.94857143,10.84,-0.0,1.0,-0.83136998,0.55571932,2.95166667
1.0,0.0,2022.0,11.0,4.0,2.95166667,0.53,0.13052619,0.99144486,-0.83117063,0.55601744,0.87
2.0,0.0,2022.0,11.0,4.0,0.87,0.02,0.25881905,0.96592583,-0.83097117,0.55631548,0.01833333
3.0,0.0,2022.0,11.0,4.0,0.01833333,0.02,0.38268343,0.92387953,-0.8307716,0.55661346,0.01
4.0,0.0,2022.0,11.0,4.0,0.01,0.01,0.5,0.8660254,-0.83057193,0.55691136,0.01
5.0,0.0,2022.0,11.0,4.0,0.01,0.01,0.60876143,0.79335334,-0.83037215,0.55720919,0.01
6.0,0.0,2022.0,11.0,4.0,0.01,0.01,0.70710678,0.70710678,-0.83017227,0.55750695,0.01
7.0,0.0,2022.0,11.0,4.0,0.01,0.01,0.79335334,0.60876143,-0.82997228,0.55780464,0.01
8.0,0.0,2022.0,11.0,4.0,0.01,0.01,0.8660254,0.5,-0.82977218,0.55810226,0.01
9.0,0.0,2022.0,11.0,4.0,0.01,0.01,0.92387953,0.38268343,-0.82957197,0.5583998,0.01
10.0,0.0,2022.0,11.0,4.0,0.01,0.01,0.96592583,0.25881905,-0.82937166,0.55869728,0.01
11.0,0.0,2022.0,11.0,4.0,0.01,0.01,0.99144486,0.13052619,-0.82917124,0.55899468,0.01166667
12.0,0.0,2022.0,11.0,4.0,0.01166667,0.01,1.0,0.0,-0.82897072,0.55929201,0.10666667
13.0,0.0,2022.0,11.0,4.0,0.10666667,0.02,0.99144486,-0.13052619,-0.82877009,0.55958926,6.45428571
14.0,0.0,2022.0,11.0,4.0,6.45428571,10.77,0.96592583,-0.25881905,-0.82856935,0.55988645,6.51428571
15.0,0.0,2022.0,11.0,4.0,6.51428571,5.7,0.92387953,-0.38268343,-0.8283685,0.56018356,14.73166667
16.0,0.0,2022.0,11.0,4.0,14.73166667,11.08,0.8660254,-0.5,-0.82816755,0.5604806,11.28666667
17.0,0.0,2022.0,11.0,4.0,11.28666667,11.08,0.79335334,-0.60876143,-0.82796649,0.56077757,11.02
18.0,0.0,2022.0,11.0,4.0,11.02,11.02,0.70710678,-0.70710678,-0.82776533,0.56107447,10.91
19.0,0.0,2022.0,11.0,4.0,10.91,10.91,0.60876143,-0.79335334,-0.82756406,0.56137129,10.95666667
20.0,0.0,2022.0,11.0,4.0,10.95666667,10.98,0.5,-0.8660254,-0.82736268,0.56166805,10.41
21.0,0.0,2022.0,11.0,4.0,10.41,10.775,0.38268343,-0.92387953,-0.8271612,0.56196473,8.72
22.0,0.0,2022.0,11.0,4.0,8.72,10.61,0.25881905,-0.96592583,-0.82695961,0.56226133,10.84571429
23.0,0.0,2022.0,11.0,4.0,10.84571429,10.93,0.13052619,-0.99144486,-0.82675791,0.56255787,10.815
24.0,0.0,2022.0,11.0,4.0,10.815,10.865,0.0,-1.0,-0.82655611,0.56285433,10.575
25.0,0.0,2022.0,11.0,4.0,10.575,10.895,-0.13052619,-0.99144486,-0.8263542,0.56315072,9.92
26.0,0.0,2022.0,11.0,4.0,9.92,11.02,-0.25881905,-0.96592583,-0.82615218,0.56344704,6.99
27.0,0.0,2022.0,11.0,4.0,6.99,7.49,-0.38268343,-0.92387953,-0.82595006,0.56374329,10.8875
28.0,0.0,2022.0,11.0,4.0,10.8875,10.9,-0.5,-0.8660254,-0.82574783,0.56403946,9.93
29.0,0.0,2022.0,11.0,4.0,9.93,9.93,-0.60876143,-0.79335334,-0.8255455,0.56433556,19.65
30.0,0.0,2022.0,11.0,4.0,19.65,20.97,-0.70710678,-0.70710678,-0.82534306,0.56463159,16.29
31.0,0.0,2022.0,11.0,4.0,16.29,16.29,-0.79335334,-0.60876143,-0.82514051,0.56492755,10.9
32.0,0.0,2022.0,11.0,4.0,10.9,10.89,-0.8660254,-0.5,-0.82493786,0.56522343,10.918
33.0,0.0,2022.0,11.0,4.0,10.918,10.92,-0.92387953,-0.38268343,-0.8247351,0.56551924,17.26857143
34.0,0.0,2022.0,11.0,4.0,17.26857143,16.22,-0.96592583,-0.25881905,-0.82453224,0.56581498,21.775
35.0,0.0,2022.0,11.0,4.0,21.775,21.775,-0.99144486,-0.13052619,-0.82432927,0.56611064,21.89
36.0,0.0,2022.0,11.0,4.0,21.89,21.84,-1.0,-0.0,-0.82412619,0.56640624,10.61285714
37.0,0.0,2022.0,11.0,4.0,10.61285714,11.0,-0.99144486,0.13052619,-0.82392301,0.56670176,2.76
38.0,0.0,2022.0,11.0,4.0,2.76,3.83,-0.96592583,0.25881905,-0.82371972,0.5669972,0.12
39.0,0.0,2022.0,11.0,4.0,0.12,0.12,-0.92387953,0.38268343,-0.82351632,0.56729258,2.71714286
40.0,0.0,2022.0,11.0,4.0,2.71714286,4.57,-0.8660254,0.5,-0.82331282,0.56758788,1.39
41.0,0.0,2022.0,11.0,4.0,1.39,0.14,-0.79335334,0.60876143,-0.82310921,0.5678831,2.00428571
42.0,0.0,2022.0,11.0,4.0,2.00428571,0.1,-0.70710678,0.70710678,-0.8229055,0.56817826,9.99428571
43.0,0.0,2022.0,11.0,4.0,9.99428571,10.89,-0.60876143,0.79335334,-0.82270168,0.56847334,7.87142857
44.0,0.0,2022.0,11.0,4.0,7.87142857,8.87,-0.5,0.8660254,-0.82249776,0.56876835,5.16142857
45.0,0.0,2022.0,11.0,4.0,5.16142857,4.56,-0.38268343,0.92387953,-0.82229373,0.56906328,5.98333333
46.0,0.0,2022.0,11.0,4.0,5.98333333,5.135,-0.25881905,0.96592583,-0.82208959,0.56935815,6.16
47.0,0.0,2022.0,11.0,4.0,6.16,4.87,-0.13052619,0.99144486,-0.82188535,0.56965293,6.02333333
48.0,0.0,2022.0,11.0,4.0,6.02333333,4.855,-0.0,1.0,-0.82168101,0.56994765,1.35571429
1.0,0.0,2022.0,11.0,5.0,1.35571429,0.02,0.13052619,0.99144486,-0.82147655,0.57024229,2.38166667
2.0,0.0,2022.0,11.0,5.0,2.38166667,2.38,0.25881905,0.96592583,-0.82127199,0.57053686,0.01
3.0,0.0,2022.0,11.0,5.0,0.01,0.01,0.38268343,0.92387953,-0.82106733,0.57083136,0.01
4.0,0.0,2022.0,11.0,5.0,0.01,0.01,0.5,0.8660254,-0.82086256,0.57112578,0.01
5.0,0.0,2022.0,11.0,5.0,0.01,0.01,0.60876143,0.79335334,-0.82065769,0.57142013,0.01
6.0,0.0,2022.0,11.0,5.0,0.01,0.01,0.70710678,0.70710678,-0.82045271,0.5717144,0.01
7.0,0.0,2022.0,11.0,5.0,0.01,0.01,0.79335334,0.60876143,-0.82024762,0.5720086,0.01
8.0,0.0,2022.0,11.0,5.0,0.01,0.01,0.8660254,0.5,-0.82004243,0.57230273,0.01
9.0,0.0,2022.0,11.0,5.0,0.01,0.01,0.92387953,0.38268343,-0.81983713,0.57259679,0.01
10.0,0.0,2022.0,11.0,5.0,0.01,0.01,0.96592583,0.25881905,-0.81963173,0.57289077,0.01
11.0,0.0,2022.0,11.0,5.0,0.01,0.01,0.99144486,0.13052619,-0.81942622,0.57318467,0.01
12.0,0.0,2022.0,11.0,5.0,0.01,0.01,1.0,0.0,-0.81922061,0.57347851,0.015
13.0,0.0,2022.0,11.0,5.0,0.015,0.015,0.99144486,-0.13052619,-0.81901489,0.57377227,0.018
14.0,0.0,2022.0,11.0,5.0,0.018,0.02,0.96592583,-0.25881905,-0.81880906,0.57406595,0.02
15.0,0.0,2022.0,11.0,5.0,0.02,0.02,0.92387953,-0.38268343,-0.81860313,0.57435957,0.02666667
16.0,0.0,2022.0,11.0,5.0,0.02666667,0.03,0.8660254,-0.5,-0.8183971,0.5746531,0.96
17.0,0.0,2022.0,11.0,5.0,0.96,0.03,0.79335334,-0.60876143,-0.81819096,0.57494657,5.52
18.0,0.0,2022.0,11.0,5.0,5.52,5.67,0.70710678,-0.70710678,-0.81798471,0.57523996,1.81166667
19.0,0.0,2022.0,11.0,5.0,1.81166667,0.03,0.60876143,-0.79335334,-0.81777836,0.57553327,1.93666667
20.0,0.0,2022.0,11.0,5.0,1.93666667,0.03,0.5,-0.8660254,-0.81757191,0.57582652,0.04428571
21.0,0.0,2022.0,11.0,5.0,0.04428571,0.03,0.38268343,-0.92387953,-0.81736535,0.57611969,4.275
22.0,0.0,2022.0,11.0,5.0,4.275,5.58,0.25881905,-0.96592583,-0.81715868,0.57641278,0.97833333
23.0,0.0,2022.0,11.0,5.0,0.97833333,0.04,0.13052619,-0.99144486,-0.81695191,0.5767058,10.9
24.0,0.0,2022.0,11.0,5.0,10.9,10.905,0.0,-1.0,-0.81674503,0.57699874,10.92333333
25.0,0.0,2022.0,11.0,5.0,10.92333333,10.93,-0.13052619,-0.99144486,-0.81653805,0.57729162,9.63333333
26.0,0.0,2022.0,11.0,5.0,9.63333333,10.825,-0.25881905,-0.96592583,-0.81633097,0.57758441,3.446
27.0,0.0,2022.0,11.0,5.0,3.446,5.61,-0.38268343,-0.92387953,-0.81612377,0.57787714,2.39714286
28.0,0.0,2022.0,11.0,5.0,2.39714286,0.07,-0.5,-0.8660254,-0.81591648,0.57816979,0.045
29.0,0.0,2022.0,11.0,5.0,0.045,0.03,-0.60876143,-0.79335334,-0.81570908,0.57846236,5.55
30.0,0.0,2022.0,11.0,5.0,5.55,5.545,-0.70710678,-0.70710678,-0.81550157,0.57875486,5.61666667
31.0,0.0,2022.0,11.0,5.0,5.61666667,5.54,-0.79335334,-0.60876143,-0.81529396,0.57904729,9.66333333
32.0,0.0,2022.0,11.0,5.0,9.66333333,10.32,-0.8660254,-0.5,-0.81508624,0.57933964,10.715
33.0,0.0,2022.0,11.0,5.0,10.715,10.78,-0.92387953,-0.38268343,-0.81487842,0.57963191,13.705
34.0,0.0,2022.0,11.0,5.0,13.705,11.995,-0.96592583,-0.25881905,-0.8146705,0.57992412,19.82
35.0,0.0,2022.0,11.0,5.0,19.82,19.605,-0.99144486,-0.13052619,-0.81446247,0.58021624,22.34166667
