TradingPeriod,IsProxyPriceFlag,Year,Month,Day,PrevAvg$PerMWHr,PrevMed$PerMWHr,SinPeriod,CosPeriod,SinDate,CosDate,Anomaly
27,0.0,2023.0,6.0,26.0,75.52166667,79.545,-0.38268343,-0.92387953,0.08525017,-0.99635958,0
28,0.0,2023.0,6.0,26.0,85.94333333,80.03,-0.5,-0.8660254,0.08489284,-0.99639009,0
29,0.0,2023.0,6.0,26.0,105.064,109.28,-0.60876143,-0.79335334,0.0845355,-0.99642047,0
30,0.0,2023.0,6.0,26.0,150.55666667,148.74,-0.70710678,-0.70710678,0.08417815,-0.99645072,0
31,0.0,2023.0,6.0,26.0,140.196,155.86,-0.79335334,-0.60876143,0.08382079,-0.99648085,0
32,0.0,2023.0,6.0,26.0,120.96,120.96,-0.8660254,-0.5,0.08346342,-0.99651084,0
33,0.0,2023.0,6.0,26.0,133.334,147.41,-0.92387953,-0.38268343,0.08310604,-0.99654071,0
34,0.0,2023.0,6.0,26.0,153.00333333,153.01,-0.96592583,-0.25881905,0.08274864,-0.99657045,0
35,0.0,2023.0,6.0,26.0,121.04333333,128.04,-0.99144486,-0.13052619,0.08239124,-0.99660006,0
36,0.0,2023.0,6.0,26.0,109.85428571,127.59,-1.0,-0.0,0.08203382,-0.99662955,0
37,0.0,2023.0,6.0,26.0,133.04666667,134.405,-0.99144486,0.13052619,0.0816764,-0.9966589,0
38,0.0,2023.0,6.0,26.0,141.01833333,153.67,-0.96592583,0.25881905,0.08131896,-0.99668813,0
39,0.0,2023.0,6.0,26.0,155.68,155.92,-0.92387953,0.38268343,0.08096151,-0.99671723,0
40,0.0,2023.0,6.0,26.0,157.165,157.155,-0.8660254,0.5,0.08060406,-0.9967462,0
41,0.0,2023.0,6.0,26.0,151.55833333,151.735,-0.79335334,0.60876143,0.08024659,-0.99677504,0
42,0.0,2023.0,6.0,26.0,121.41166667,120.55,-0.70710678,0.70710678,0.07988911,-0.99680376,0
43,0.0,2023.0,6.0,26.0,127.81714286,153.2,-0.60876143,0.79335334,0.07953162,-0.99683234,0
44,0.0,2023.0,6.0,26.0,179.50666667,177.825,-0.5,0.8660254,0.07917412,-0.9968608,0
45,0.0,2023.0,6.0,26.0,152.97142857,158.87,-0.38268343,0.92387953,0.07881661,-0.99688913,0
46,0.0,2023.0,6.0,26.0,128.48666667,132.385,-0.25881905,0.96592583,0.0784591,-0.99691733,0
47,0.0,2023.0,6.0,26.0,125.405,132.525,-0.13052619,0.99144486,0.07810157,-0.99694541,0
48,0.0,2023.0,6.0,26.0,105.70833333,99.28,-0.0,1.0,0.07774403,-0.99697335,0
1,0.0,2023.0,6.0,27.0,130.90833333,133.98,0.13052619,0.99144486,0.07738648,-0.99700117,0
2,0.0,2023.0,6.0,27.0,145.59,152.09,0.25881905,0.96592583,0.07702892,-0.99702886,0
3,0.0,2023.0,6.0,27.0,152.12428571,152.07,0.38268343,0.92387953,0.07667135,-0.99705642,0
4,0.0,2023.0,6.0,27.0,126.28428571,150.51,0.5,0.8660254,0.07631377,-0.99708385,0
5,0.0,2023.0,6.0,27.0,75.87666667,80.025,0.60876143,0.79335334,0.07595618,-0.99711116,0
6,0.0,2023.0,6.0,27.0,71.18333333,68.06,0.70710678,0.70710678,0.07559859,-0.99713833,0
7,0.0,2023.0,6.0,27.0,126.18,138.695,0.79335334,0.60876143,0.07524098,-0.99716538,0
8,0.0,2023.0,6.0,27.0,133.465,148.765,0.8660254,0.5,0.07488336,-0.9971923,0
9,0.0,2023.0,6.0,27.0,122.72,118.815,0.92387953,0.38268343,0.07452573,-0.99721909,0
10,0.0,2023.0,6.0,27.0,128.705,128.8,0.96592583,0.25881905,0.0741681,-0.99724575,0
11,0.0,2023.0,6.0,27.0,113.7975,113.105,0.99144486,0.13052619,0.07381045,-0.99727229,0
12,0.0,2023.0,6.0,27.0,94.385,90.065,1.0,0.0,0.0734528,-0.99729869,0
13,0.0,2023.0,6.0,27.0,87.66,86.77,0.99144486,-0.13052619,0.07309513,-0.99732497,0
14,0.0,2023.0,6.0,27.0,99.95,99.95,0.96592583,-0.25881905,0.07273746,-0.99735112,0
15,0.0,2023.0,6.0,27.0,111.635,111.65,0.92387953,-0.38268343,0.07237977,-0.99737714,0
16,0.0,2023.0,6.0,27.0,92.975,89.255,0.8660254,-0.5,0.07202208,-0.99740304,0
17,0.0,2023.0,6.0,27.0,104.585,111.7,0.79335334,-0.60876143,0.07166438,-0.9974288,0
18,0.0,2023.0,6.0,27.0,119.29,113.79,0.70710678,-0.70710678,0.07130666,-0.99745444,0
19,0.0,2023.0,6.0,27.0,130.12833333,149.245,0.60876143,-0.79335334,0.07094894,-0.99747995,0
20,0.0,2023.0,6.0,27.0,109.92833333,103.025,0.5,-0.8660254,0.07059121,-0.99750533,0
21,0.0,2023.0,6.0,27.0,118.71833333,126.45,0.38268343,-0.92387953,0.07023347,-0.99753058,0
22,0.0,2023.0,6.0,27.0,94.13,92.55,0.25881905,-0.96592583,0.06987573,-0.9975557,0
23,0.0,2023.0,6.0,27.0,98.94285714,92.63,0.13052619,-0.99144486,0.06951797,-0.9975807,0
24,0.0,2023.0,6.0,27.0,104.46833333,112.19,0.0,-1.0,0.0691602,-0.99760557,0
25,0.0,2023.0,6.0,27.0,121.88,125.11,-0.13052619,-0.99144486,0.06880243,-0.99763031,0
26,0.0,2023.0,6.0,27.0,90.79,91.495,-0.25881905,-0.96592583,0.06844464,-0.99765492,0
27,0.0,2023.0,6.0,27.0,78.58857143,78.27,-0.38268343,-0.92387953,0.06808685,-0.9976794,0
28,0.0,2023.0,6.0,27.0,78.97666667,79.32,-0.5,-0.8660254,0.06772905,-0.99770375,0
29,0.0,2023.0,6.0,27.0,78.32333333,77.18,-0.60876143,-0.79335334,0.06737124,-0.99772798,0
30,0.0,2023.0,6.0,27.0,112.67333333,90.83,-0.70710678,-0.70710678,0.06701342,-0.99775207,0
31,0.0,2023.0,6.0,27.0,122.095,122.095,-0.79335334,-0.60876143,0.06665559,-0.99777604,0
32,0.0,2023.0,6.0,27.0,121.01,121.01,-0.8660254,-0.5,0.06629776,-0.99779988,0
33,0.0,2023.0,6.0,27.0,119.09666667,119.04,-0.92387953,-0.38268343,0.06593991,-0.9978236,0
34,0.0,2023.0,6.0,27.0,120.74,120.74,-0.96592583,-0.25881905,0.06558206,-0.99784718,0
35,0.0,2023.0,6.0,27.0,104.368,92.63,-0.99144486,-0.13052619,0.0652242,-0.99787063,0
36,0.0,2023.0,6.0,27.0,84.935,81.91,-1.0,-0.0,0.06486633,-0.99789396,0
37,0.0,2023.0,6.0,27.0,80.205,79.98,-0.99144486,0.13052619,0.06450845,-0.99791716,0
38,0.0,2023.0,6.0,27.0,81.86666667,81.21,-0.96592583,0.25881905,0.06415056,-0.99794023,0
39,0.0,2023.0,6.0,27.0,119.65,121.57,-0.92387953,0.38268343,0.06379267,-0.99796317,0
40,0.0,2023.0,6.0,27.0,156.16333333,156.14,-0.8660254,0.5,0.06343477,-0.99798599,0
41,0.0,2023.0,6.0,27.0,145.94333333,152.415,-0.79335334,0.60876143,0.06307685,-0.99800867,0
42,0.0,2023.0,6.0,27.0,136.93,132.2,-0.70710678,0.70710678,0.06271894,-0.99803123,0
43,0.0,2023.0,6.0,27.0,148.60666667,154.835,-0.60876143,0.79335334,0.06236101,-0.99805366,0
44,0.0,2023.0,6.0,27.0,171.702,161.42,-0.5,0.8660254,0.06200307,-0.99807596,0
45,0.0,2023.0,6.0,27.0,160.875,160.875,-0.38268343,0.92387953,0.06164513,-0.99809813,0
46,0.0,2023.0,6.0,27.0,159.882,159.95,-0.25881905,0.96592583,0.06128718,-0.99812017,0
47,0.0,2023.0,6.0,27.0,151.23666667,154.665,-0.13052619,0.99144486,0.06092922,-0.99814209,0
48,0.0,2023.0,6.0,27.0,132.06833333,130.065,-0.0,1.0,0.06057125,-0.99816388,0
1,0.0,2023.0,6.0,28.0,125.14166667,134.93,0.13052619,0.99144486,0.06021328,-0.99818553,0
2,0.0,2023.0,6.0,28.0,146.864,151.02,0.25881905,0.96592583,0.05985529,-0.99820706,0
3,0.0,2023.0,6.0,28.0,155.715,156.18,0.38268343,0.92387953,0.0594973,-0.99822847,0
4,0.0,2023.0,6.0,28.0,148.51666667,152.12,0.5,0.8660254,0.05913931,-0.99824974,0
5,0.0,2023.0,6.0,28.0,124.17,129.25,0.60876143,0.79335334,0.0587813,-0.99827088,0
6,0.0,2023.0,6.0,28.0,118.02285714,124.53,0.70710678,0.70710678,0.05842329,-0.9982919,0
7,0.0,2023.0,6.0,28.0,125.82166667,132.9,0.79335334,0.60876143,0.05806527,-0.99831279,0
8,0.0,2023.0,6.0,28.0,95.165,98.9,0.8660254,0.5,0.05770724,-0.99833355,0
9,0.0,2023.0,6.0,28.0,105.485,98.375,0.92387953,0.38268343,0.0573492,-0.99835418,0
10,0.0,2023.0,6.0,28.0,112.92,115.62,0.96592583,0.25881905,0.05699116,-0.99837468,0
11,0.0,2023.0,6.0,28.0,103.57,99.98,0.99144486,0.13052619,0.05663311,-0.99839506,0
12,0.0,2023.0,6.0,28.0,127.02,127.02,1.0,0.0,0.05627505,-0.9984153,0
13,0.0,2023.0,6.0,28.0,116.938,115.62,0.99144486,-0.13052619,0.05591699,-0.99843542,0
14,0.0,2023.0,6.0,28.0,106.82333333,106.7,0.96592583,-0.25881905,0.05555892,-0.99845541,0
15,0.0,2023.0,6.0,28.0,100.875,98.115,0.92387953,-0.38268343,0.05520084,-0.99847527,0
16,0.0,2023.0,6.0,28.0,105.57833333,105.81,0.8660254,-0.5,0.05484275,-0.998495,0
17,0.0,2023.0,6.0,28.0,115.425,115.115,0.79335334,-0.60876143,0.05448466,-0.99851461,0
18,0.0,2023.0,6.0,28.0,134.20833333,132.39,0.70710678,-0.70710678,0.05412656,-0.99853408,0
19,0.0,2023.0,6.0,28.0,120.77857143,133.68,0.60876143,-0.79335334,0.05376845,-0.99855343,0
20,0.0,2023.0,6.0,28.0,115.28142857,112.87,0.5,-0.8660254,0.05341034,-0.99857265,0
21,0.0,2023.0,6.0,28.0,90.36571429,96.85,0.38268343,-0.92387953,0.05305222,-0.99859174,0
22,0.0,2023.0,6.0,28.0,98.44857143,98.79,0.25881905,-0.96592583,0.05269409,-0.9986107,0
23,0.0,2023.0,6.0,28.0,108.22285714,110.97,0.13052619,-0.99144486,0.05233596,-0.99862953,0
24,0.0,2023.0,6.0,28.0,124.92142857,132.93,0.0,-1.0,0.05197782,-0.99864824,0
25,0.0,2023.0,6.0,28.0,128.4,128.95,-0.13052619,-0.99144486,0.05161967,-0.99866682,0
26,0.0,2023.0,6.0,28.0,104.47571429,105.56,-0.25881905,-0.96592583,0.05126151,-0.99868526,0
27,0.0,2023.0,6.0,28.0,96.91333333,94.04,-0.38268343,-0.92387953,0.05090335,-0.99870358,0
28,0.0,2023.0,6.0,28.0,76.49166667,81.765,-0.5,-0.8660254,0.05054518,-0.99872178,0
29,0.0,2023.0,6.0,28.0,88.70166667,91.03,-0.60876143,-0.79335334,0.05018701,-0.99873984,0
30,0.0,2023.0,6.0,28.0,94.82166667,94.78,-0.70710678,-0.70710678,0.04982883,-0.99875777,0
31,0.0,2023.0,6.0,28.0,115.06166667,120.805,-0.79335334,-0.60876143,0.04947064,-0.99877558,0
32,0.0,2023.0,6.0,28.0,107.87333333,99.83,-0.8660254,-0.5,0.04911245,-0.99879326,0
33,0.0,2023.0,6.0,28.0,91.77666667,92.135,-0.92387953,-0.38268343,0.04875425,-0.9988108,0
34,0.0,2023.0,6.0,28.0,87.42666667,88.02,-0.96592583,-0.25881905,0.04839604,-0.99882822,0
35,0.0,2023.0,6.0,28.0,84.84142857,88.26,-0.99144486,-0.13052619,0.04803783,-0.99884552,0
36,0.0,2023.0,6.0,28.0,87.78166667,87.635,-1.0,-0.0,0.04767961,-0.99886268,0
37,0.0,2023.0,6.0,28.0,94.34857143,91.7,-0.99144486,0.13052619,0.04732139,-0.99887972,0
38,0.0,2023.0,6.0,28.0,88.41333333,87.61,-0.96592583,0.25881905,0.04696316,-0.99889662,0
39,0.0,2023.0,6.0,28.0,87.1275,87.14,-0.92387953,0.38268343,0.04660492,-0.9989134,0
40,0.0,2023.0,6.0,28.0,97.1325,92.115,-0.8660254,0.5,0.04624668,-0.99893005,0
41,0.0,2023.0,6.0,28.0,88.265,85.37,-0.79335334,0.60876143,0.04588843,-0.99894657,0
42,0.0,2023.0,6.0,28.0,57.1,59.34,-0.70710678,0.70710678,0.04553018,-0.99896296,0
43,0.0,2023.0,6.0,28.0,85.585,85.42,-0.60876143,0.79335334,0.04517192,-0.99897923,0
44,0.0,2023.0,6.0,28.0,157.478,168.17,-0.5,0.8660254,0.04481365,-0.99899536,0
45,0.0,2023.0,6.0,28.0,148.635,148.635,-0.38268343,0.92387953,0.04445538,-0.99901137,0
46,0.0,2023.0,6.0,28.0,131.966,139.68,-0.25881905,0.96592583,0.0440971,-0.99902725,0
47,0.0,2023.0,6.0,28.0,117.706,119.68,-0.13052619,0.99144486,0.04373882,-0.999043,0
48,0.0,2023.0,6.0,28.0,120.94,119.08,-0.0,1.0,0.04338053,-0.99905862,0
1,0.0,2023.0,6.0,29.0,111.58333333,101.09,0.13052619,0.99144486,0.04302223,-0.99907412,0
2,0.0,2023.0,6.0,29.0,99.67,101.085,0.25881905,0.96592583,0.04266393,-0.99908948,0
3,0.0,2023.0,6.0,29.0,119.555,119.555,0.38268343,0.92387953,0.04230563,-0.99910472,0
4,0.0,2023.0,6.0,29.0,107.705,105.625,0.5,0.8660254,0.04194732,-0.99911982,0
5,0.0,2023.0,6.0,29.0,107.79714286,99.65,0.60876143,0.79335334,0.041589,-0.9991348,0
6,0.0,2023.0,6.0,29.0,86.59666667,87.47,0.70710678,0.70710678,0.04123068,-0.99914965,0
7,0.0,2023.0,6.0,29.0,100.23666667,97.625,0.79335334,0.60876143,0.04087235,-0.99916438,0
8,0.0,2023.0,6.0,29.0,108.10833333,99.535,0.8660254,0.5,0.04051402,-0.99917897,0
9,0.0,2023.0,6.0,29.0,54.30833333,54.415,0.92387953,0.38268343,0.04015568,-0.99919344,0
10,0.0,2023.0,6.0,29.0,16.525,11.845,0.96592583,0.25881905,0.03979734,-0.99920777,0
11,0.0,2023.0,6.0,29.0,31.13666667,33.855,0.99144486,0.13052619,0.03943899,-0.99922198,0
12,0.0,2023.0,6.0,29.0,36.4,37.425,1.0,0.0,0.03908064,-0.99923606,0
13,0.0,2023.0,6.0,29.0,24.17,24.155,0.99144486,-0.13052619,0.03872228,-0.99925001,0
14,0.0,2023.0,6.0,29.0,19.36,12.025,0.96592583,-0.25881905,0.03836392,-0.99926383,0
15,0.0,2023.0,6.0,29.0,30.21428571,37.61,0.92387953,-0.38268343,0.03800555,-0.99927753,0
16,0.0,2023.0,6.0,29.0,26.14833333,32.28,0.8660254,-0.5,0.03764718,-0.99929109,0
17,0.0,2023.0,6.0,29.0,9.31142857,5.5,0.79335334,-0.60876143,0.0372888,-0.99930453,0
18,0.0,2023.0,6.0,29.0,29.01,36.465,0.70710678,-0.70710678,0.03693042,-0.99931784,0
19,0.0,2023.0,6.0,29.0,85.80333333,98.235,0.60876143,-0.79335334,0.03657203,-0.99933102,0
20,0.0,2023.0,6.0,29.0,91.12285714,94.74,0.5,-0.8660254,0.03621364,-0.99934407,0
21,0.0,2023.0,6.0,29.0,86.19714286,98.31,0.38268343,-0.92387953,0.03585524,-0.99935699,0
22,0.0,2023.0,6.0,29.0,91.21142857,99.33,0.25881905,-0.96592583,0.03549684,-0.99936979,0
23,0.0,2023.0,6.0,29.0,82.17714286,96.23,0.13052619,-0.99144486,0.03513844,-0.99938245,0
24,0.0,2023.0,6.0,29.0,108.18,96.64,0.0,-1.0,0.03478003,-0.99939499,0
25,0.0,2023.0,6.0,29.0,110.38285714,114.39,-0.13052619,-0.99144486,0.03442161,-0.9994074,0
26,0.0,2023.0,6.0,29.0,92.48666667,93.09,-0.25881905,-0.96592583,0.03406319,-0.99941968,0
27,0.0,2023.0,6.0,29.0,92.89571429,91.85,-0.38268343,-0.92387953,0.03370477,-0.99943183,0
28,0.0,2023.0,6.0,29.0,85.7625,80.625,-0.5,-0.8660254,0.03334634,-0.99944386,0
29,0.0,2023.0,6.0,29.0,79.64,81.375,-0.60876143,-0.79335334,0.03298791,-0.99945575,0
30,0.0,2023.0,6.0,29.0,122.925,122.925,-0.70710678,-0.70710678,0.03262947,-0.99946752,0
31,0.0,2023.0,6.0,29.0,59.85,50.065,-0.79335334,-0.60876143,0.03227103,-0.99947915,0
32,0.0,2023.0,6.0,29.0,83.29857143,72.84,-0.8660254,-0.5,0.03191259,-0.99949066,0
33,0.0,2023.0,6.0,29.0,67.32333333,65.52,-0.92387953,-0.38268343,0.03155414,-0.99950204,0
34,0.0,2023.0,6.0,29.0,47.825,47.895,-0.96592583,-0.25881905,0.03119569,-0.9995133,0
35,0.0,2023.0,6.0,29.0,64.84166667,65.985,-0.99144486,-0.13052619,0.03083723,-0.99952442,0
36,0.0,2023.0,6.0,29.0,51.15285714,47.95,-1.0,-0.0,0.03047877,-0.99953541,0
37,0.0,2023.0,6.0,29.0,33.43428571,33.12,-0.99144486,0.13052619,0.0301203,-0.99954628,0
38,0.0,2023.0,6.0,29.0,18.04714286,12.49,-0.96592583,0.25881905,0.02976184,-0.99955702,0
39,0.0,2023.0,6.0,29.0,32.23857143,33.12,-0.92387953,0.38268343,0.02940336,-0.99956763,0
40,0.0,2023.0,6.0,29.0,52.22714286,49.54,-0.8660254,0.5,0.02904489,-0.99957811,0
41,0.0,2023.0,6.0,29.0,65.93666667,68.305,-0.79335334,0.60876143,0.02868641,-0.99958846,0
42,0.0,2023.0,6.0,29.0,101.75833333,84.395,-0.70710678,0.70710678,0.02832792,-0.99959868,0
43,0.0,2023.0,6.0,29.0,141.09,155.71,-0.60876143,0.79335334,0.02796944,-0.99960878,0
44,0.0,2023.0,6.0,29.0,168.08,168.105,-0.5,0.8660254,0.02761095,-0.99961875,0
45,0.0,2023.0,6.0,29.0,167.60666667,167.6,-0.38268343,0.92387953,0.02725245,-0.99962858,0
46,0.0,2023.0,6.0,29.0,155.17333333,150.02,-0.25881905,0.96592583,0.02689395,-0.99963829,0
47,0.0,2023.0,6.0,29.0,136.082,135.08,-0.13052619,0.99144486,0.02653545,-0.99964787,0
48,0.0,2023.0,6.0,29.0,131.058,136.67,-0.0,1.0,0.02617695,-0.99965732,0
1,0.0,2023.0,6.0,30.0,116.95,134.07,0.13052619,0.99144486,0.02581844,-0.99966665,0
2,0.0,2023.0,6.0,30.0,132.73166667,130.36,0.25881905,0.96592583,0.02545993,-0.99967584,0
3,0.0,2023.0,6.0,30.0,138.40166667,144.235,0.38268343,0.92387953,0.02510141,-0.99968491,0
4,0.0,2023.0,6.0,30.0,105.65833333,103.215,0.5,0.8660254,0.0247429,-0.99969385,0
5,0.0,2023.0,6.0,30.0,91.94857143,80.86,0.60876143,0.79335334,0.02438438,-0.99970266,0
6,0.0,2023.0,6.0,30.0,113.705,116.32,0.70710678,0.70710678,0.02402585,-0.99971134,0
7,0.0,2023.0,6.0,30.0,121.11857143,116.69,0.79335334,0.60876143,0.02366732,-0.99971989,0
8,0.0,2023.0,6.0,30.0,82.75833333,82.235,0.8660254,0.5,0.02330879,-0.99972831,0
9,0.0,2023.0,6.0,30.0,135.39666667,133.505,0.92387953,0.38268343,0.02295026,-0.99973661,0
10,0.0,2023.0,6.0,30.0,112.75571429,116.86,0.96592583,0.25881905,0.02259172,-0.99974477,0
11,0.0,2023.0,6.0,30.0,132.64333333,129.505,0.99144486,0.13052619,0.02223318,-0.99975281,0
12,0.0,2023.0,6.0,30.0,115.072,112.98,1.0,0.0,0.02187464,-0.99976072,0
13,0.0,2023.0,6.0,30.0,154.752,154.65,0.99144486,-0.13052619,0.0215161,-0.9997685,0
14,0.0,2023.0,6.0,30.0,154.93,155.395,0.96592583,-0.25881905,0.02115755,-0.99977615,0
15,0.0,2023.0,6.0,30.0,114.21,113.995,0.92387953,-0.38268343,0.020799,-0.99978368,0
16,0.0,2023.0,6.0,30.0,119.86833333,114.865,0.8660254,-0.5,0.02044045,-0.99979107,0
17,0.0,2023.0,6.0,30.0,113.70833333,113.835,0.79335334,-0.60876143,0.02008189,-0.99979834,0
18,0.0,2023.0,6.0,30.0,122.88,111.925,0.70710678,-0.70710678,0.01972333,-0.99980548,0
19,0.0,2023.0,6.0,30.0,94.97428571,110.93,0.60876143,-0.79335334,0.01936477,-0.99981249,0
20,0.0,2023.0,6.0,30.0,113.7,113.11,0.5,-0.8660254,0.01900621,-0.99981937,0
21,0.0,2023.0,6.0,30.0,111.98285714,135.47,0.38268343,-0.92387953,0.01864764,-0.99982612,0
22,0.0,2023.0,6.0,30.0,120.95714286,115.93,0.25881905,-0.96592583,0.01828907,-0.99983274,0
23,0.0,2023.0,6.0,30.0,138.46857143,143.17,0.13052619,-0.99144486,0.0179305,-0.99983924,0
24,0.0,2023.0,6.0,30.0,167.82428571,167.58,0.0,-1.0,0.01757193,-0.9998456,0
25,0.0,2023.0,6.0,30.0,167.66333333,167.62,-0.13052619,-0.99144486,0.01721336,-0.99985184,0
26,0.0,2023.0,6.0,30.0,168.27,168.335,-0.25881905,-0.96592583,0.01685478,-0.99985795,0
27,0.0,2023.0,6.0,30.0,161.72857143,167.57,-0.38268343,-0.92387953,0.0164962,-0.99986393,0
28,0.0,2023.0,6.0,30.0,131.97,138.28,-0.5,-0.8660254,0.01613762,-0.99986978,0
29,0.0,2023.0,6.0,30.0,102.006,87.87,-0.60876143,-0.79335334,0.01577903,-0.9998755,0
30,0.0,2023.0,6.0,30.0,109.48,103.695,-0.70710678,-0.70710678,0.01542045,-0.9998811,0
31,0.0,2023.0,6.0,30.0,92.33833333,89.28,-0.79335334,-0.60876143,0.01506186,-0.99988656,0
32,0.0,2023.0,6.0,30.0,103.80833333,112.19,-0.8660254,-0.5,0.01470327,-0.9998919,0
33,0.0,2023.0,6.0,30.0,89.88285714,55.22,-0.92387953,-0.38268343,0.01434468,-0.99989711,0
34,0.0,2023.0,6.0,30.0,162.87333333,162.88,-0.96592583,-0.25881905,0.01398609,-0.99990219,0
35,0.0,2023.0,6.0,30.0,163.815,164.59,-0.99144486,-0.13052619,0.01362749,-0.99990714,0
36,0.0,2023.0,6.0,30.0,147.13833333,159.1,-1.0,-0.0,0.01326889,-0.99991196,0
37,0.0,2023.0,6.0,30.0,126.75428571,152.37,-0.99144486,0.13052619,0.0129103,-0.99991666,0
38,0.0,2023.0,6.0,30.0,17.56428571,6.02,-0.96592583,0.25881905,0.0125517,-0.99992122,0
39,0.0,2023.0,6.0,30.0,148.47857143,157.51,-0.92387953,0.38268343,0.01219309,-0.99992566,0
40,0.0,2023.0,6.0,30.0,155.44571429,165.35,-0.8660254,0.5,0.01183449,-0.99992997,0
41,0.0,2023.0,6.0,30.0,165.16,166.71,-0.79335334,0.60876143,0.01147589,-0.99993415,0
42,0.0,2023.0,6.0,30.0,169.15428571,169.45,-0.70710678,0.70710678,0.01111728,-0.9999382,0
43,0.0,2023.0,6.0,30.0,175.394,170.43,-0.60876143,0.79335334,0.01075867,-0.99994212,0
44,0.0,2023.0,6.0,30.0,168.375,168.375,-0.5,0.8660254,0.01040006,-0.99994592,0
45,0.0,2023.0,6.0,30.0,168.20166667,168.18,-0.38268343,0.92387953,0.01004145,-0.99994958,0
46,0.0,2023.0,6.0,30.0,169.87666667,168.255,-0.25881905,0.96592583,0.00968284,-0.99995312,0
47,0.0,2023.0,6.0,30.0,167.49333333,167.56,-0.13052619,0.99144486,0.00932423,-0.99995653,0
48,0.0,2023.0,6.0,30.0,163.066,166.21,-0.0,1.0,0.00896561,-0.99995981,0
1,0.0,2023.0,7.0,1.0,159.606,163.97,0.13052619,0.99144486,0.008607,-0.99996296,0
2,0.0,2023.0,7.0,1.0,163.61666667,165.3,0.25881905,0.96592583,0.00824838,-0.99996598,0
3,0.0,2023.0,7.0,1.0,163.55,165.14,0.38268343,0.92387953,0.00788976,-0.99996888,0
4,0.0,2023.0,7.0,1.0,152.494,156.69,0.5,0.8660254,0.00753114,-0.99997164,0
5,0.0,2023.0,7.0,1.0,139.86857143,146.72,0.60876143,0.79335334,0.00717252,-0.99997428,0
6,0.0,2023.0,7.0,1.0,155.50833333,155.085,0.70710678,0.70710678,0.0068139,-0.99997679,0
7,0.0,2023.0,7.0,1.0,144.87166667,151.8,0.79335334,0.60876143,0.00645528,-0.99997916,0
8,0.0,2023.0,7.0,1.0,118.022,145.45,0.8660254,0.5,0.00609666,-0.99998142,0
9,0.0,2023.0,7.0,1.0,136.826,149.39,0.92387953,0.38268343,0.00573804,-0.99998354,0
10,0.0,2023.0,7.0,1.0,151.35333333,148.03,0.96592583,0.25881905,0.00537941,-0.99998553,0
11,0.0,2023.0,7.0,1.0,152.385,153.865,0.99144486,0.13052619,0.00502079,-0.9999874,0
12,0.0,2023.0,7.0,1.0,139.08333333,147.39,1.0,0.0,0.00466216,-0.99998913,0
13,0.0,2023.0,7.0,1.0,147.79,146.33,0.99144486,-0.13052619,0.00430354,-0.99999074,0
14,0.0,2023.0,7.0,1.0,145.97,145.97,0.96592583,-0.25881905,0.00394491,-0.99999222,0
15,0.0,2023.0,7.0,1.0,111.61,111.61,0.92387953,-0.38268343,0.00358629,-0.99999357,0
16,0.0,2023.0,7.0,1.0,142.065,142.065,0.8660254,-0.5,0.00322766,-0.99999479,0
17,0.0,2023.0,7.0,1.0,130.14,130.14,0.79335334,-0.60876143,0.00286903,-0.99999588,0
18,0.0,2023.0,7.0,1.0,113.01666667,112.97,0.70710678,-0.70710678,0.0025104,-0.99999685,0
19,0.0,2023.0,7.0,1.0,114.615,114.615,0.60876143,-0.79335334,0.00215177,-0.99999768,0
20,0.0,2023.0,7.0,1.0,135.5125,143.63,0.5,-0.8660254,0.00179315,-0.99999839,0
21,0.0,2023.0,7.0,1.0,141.83833333,151.415,0.38268343,-0.92387953,0.00143452,-0.99999897,0
22,0.0,2023.0,7.0,1.0,137.56571429,144.83,0.25881905,-0.96592583,0.00107589,-0.99999942,0
23,0.0,2023.0,7.0,1.0,149.79166667,163.745,0.13052619,-0.99144486,0.00071726,-0.99999974,0
24,0.0,2023.0,7.0,1.0,146.74166667,151.34,0.0,-1.0,0.00035863,-0.99999994,0
25,0.0,2023.0,7.0,1.0,166.60333333,164.345,-0.13052619,-0.99144486,-0.0,-1.0,0
26,0.0,2023.0,7.0,1.0,165.97,166.06,-0.25881905,-0.96592583,-0.00035863,-0.99999994,0
27,0.0,2023.0,7.0,1.0,166.80833333,166.67,-0.38268343,-0.92387953,-0.00071726,-0.99999974,0
28,0.0,2023.0,7.0,1.0,148.77857143,154.44,-0.5,-0.8660254,-0.00107589,-0.99999942,0
29,0.0,2023.0,7.0,1.0,137.39166667,137.84,-0.60876143,-0.79335334,-0.00143452,-0.99999897,0
30,0.0,2023.0,7.0,1.0,144.06833333,145.1,-0.70710678,-0.70710678,-0.00179315,-0.99999839,0
31,0.0,2023.0,7.0,1.0,137.88666667,137.89,-0.79335334,-0.60876143,-0.00215177,-0.99999768,0
32,0.0,2023.0,7.0,1.0,69.32,71.44,-0.8660254,-0.5,-0.0025104,-0.99999685,0
33,0.0,2023.0,7.0,1.0,105.12666667,103.565,-0.92387953,-0.38268343,-0.00286903,-0.99999588,0
34,0.0,2023.0,7.0,1.0,131.23666667,130.01,-0.96592583,-0.25881905,-0.00322766,-0.99999479,0
35,0.0,2023.0,7.0,1.0,100.30833333,107.55,-0.99144486,-0.13052619,-0.00358629,-0.99999357,0
36,0.0,2023.0,7.0,1.0,55.49833333,34.69,-1.0,-0.0,-0.00394491,-0.99999222,0
